order_id,order_date,product_id,product_title,category,price,quantity,country,rating
ORD1843,2025-10-04T19:15:11.377078,P4788,Fire TV Stick,Electronics,82.89,3,CA,4.4
ORD1844,2025-10-19T19:15:11.377078,P3469,Lego,Toys,60.09,3,CA,1.6
ORD1845,2025-10-27T19:15:11.377078,P7082,Echo Dot,Electronics,88.22,1,US,1.1
ORD1846,2025-07-17T19:15:11.377078,P6216,Air Fryer,Home,4.44,4,JP,4.6
ORD1847,2025-09-28T19:15:11.377078,P7358,Python 101,Books,8.25,4,FR,2.7
ORD1848,2025-10-11T19:15:11.377078,P5563,Novel,Books,43.14,1,JP,2.9
ORD1849,2025-07-05T19:15:11.377078,P8891,USB-C Cable,Electronics,59.58,1,US,2.6
ORD1850,2025-10-01T19:15:11.377078,P9706,Sneakers,Clothing,15.29,3,US,2.4
ORD1851,2025-11-05T19:15:11.377078,P9402,Kindle,Electronics,80.42,1,GB,4.6
ORD1852,2025-09-13T19:15:11.377078,P2773,T-Shirt,Clothing,73.43,4,US,1.3
ORD1853,2025-10-20T19:15:11.377078,P4696,Lego,Toys,56.55,3,DE,2.8
ORD1854,2025-09-28T19:15:11.377078,P8379,Plush,Toys,37.37,2,DE,3.9
ORD1855,2025-05-30T19:15:11.377078,P2825,Board Game,Toys,58.79,3,GB,3.2
ORD1856,2025-09-17T19:15:11.377078,P1231,Plush,Toys,24.13,1,FR,4.2
ORD1857,2025-09-16T19:15:11.377078,P4993,Lego,Toys,28.6,2,JP,4.2
ORD1858,2025-10-23T19:15:11.377078,P9155,USB-C Cable,Electronics,73.27,3,FR,3.5
ORD1859,2025-09-04T19:15:11.377078,P3898,Moisturizer,Beauty,17.21,4,US,4.0
ORD1860,2025-06-15T19:15:11.377078,P6821,Novel,Books,49.1,4,JP,1.3
ORD1861,2025-06-09T19:15:11.377078,P3327,Jeans,Clothing,55.59,3,US,1.1
ORD1862,2025-06-19T19:15:11.377078,P1160,Sunscreen,Beauty,43.82,4,US,3.3
ORD1863,2025-11-14T19:15:11.377078,P9929,Echo Dot,Electronics,60.03,2,IN,4.5
ORD1864,2025-06-29T19:15:11.377078,P9997,Sunscreen,Beauty,41.02,3,US,3.6
ORD1865,2025-09-29T19:15:11.377078,P8727,Vacuum,Home,40.65,1,JP,2.3
ORD1866,2025-07-10T19:15:11.377078,P7801,Moisturizer,Beauty,53.35,3,FR,3.6
ORD1867,2025-08-21T19:15:11.377078,P8023,Sneakers,Clothing,21.66,2,FR,1.6
ORD1868,2025-06-18T19:15:11.377078,P4654,Moisturizer,Beauty,37.85,4,FR,1.7
ORD1869,2025-10-05T19:15:11.377078,P7572,Jeans,Clothing,38.89,2,GB,4.6
ORD1870,2025-07-24T19:15:11.377078,P3692,Lego,Toys,26.21,4,GB,2.9
ORD1871,2025-07-21T19:15:11.377078,P5633,USB-C Cable,Electronics,96.96,3,GB,3.9
ORD1872,2025-10-11T19:15:11.377078,P3376,Kindle,Electronics,67.4,1,FR,3.6
ORD1873,2025-06-29T19:15:11.377078,P4975,Fire TV Stick,Electronics,63.69,3,IN,1.6
ORD1874,2025-10-09T19:15:11.377078,P5584,Sneakers,Clothing,17.81,4,US,2.1
ORD1875,2025-11-09T19:15:11.377078,P5275,Moisturizer,Beauty,16.55,3,DE,4.5
ORD1876,2025-06-06T19:15:11.377078,P7426,Moisturizer,Beauty,72.83,3,BR,1.6
ORD1877,2025-05-30T19:15:11.377078,P3609,Vacuum,Home,31.87,4,US,3.0
ORD1878,2025-09-15T19:15:11.377078,P3159,Lego,Toys,20.16,3,GB,3.4
ORD1879,2025-06-21T19:15:11.377078,P2282,Plush,Toys,1.09,3,GB,1.1
ORD1880,2025-10-24T19:15:11.377078,P1900,T-Shirt,Clothing,40.44,4,CA,3.3
ORD1881,2025-07-09T19:15:11.377078,P3785,Kindle,Electronics,111.57,2,CA,2.2
ORD1882,2025-11-02T19:15:11.377078,P7078,Python 101,Books,21.58,1,JP,1.4
ORD1883,2025-08-24T19:15:11.377078,P3562,Jeans,Clothing,29.38,2,FR,1.1
ORD1884,2025-09-22T19:15:11.377078,P9090,USB-C Cable,Electronics,35.9,3,BR,3.1
ORD1885,2025-09-10T19:15:11.377078,P3775,Plush,Toys,32.78,3,US,4.3
ORD1886,2025-07-25T19:15:11.377078,P2897,Moisturizer,Beauty,23.75,2,JP,1.7
ORD1887,2025-09-23T19:15:11.377078,P9991,T-Shirt,Clothing,23.61,2,JP,1.9
ORD1888,2025-09-21T19:15:11.377078,P1684,USB-C Cable,Electronics,77.42,1,US,3.0
ORD1889,2025-07-09T19:15:11.377078,P6817,Kindle,Electronics,58.27,4,IN,4.9
ORD1890,2025-10-17T19:15:11.377078,P7410,Data Science,Books,28.35,4,GB,4.5
ORD1891,2025-06-17T19:15:11.377078,P7885,Vacuum,Home,40.5,1,CA,3.1
ORD1892,2025-11-23T19:15:11.377078,P7711,Jeans,Clothing,43.22,1,US,2.1
ORD1893,2025-08-24T19:15:11.377078,P2971,Fire TV Stick,Electronics,59.49,1,IN,4.1
ORD1894,2025-09-16T19:15:11.377078,P8084,Python 101,Books,21.71,4,DE,1.5
ORD1895,2025-06-30T19:15:11.377078,P4463,Data Science,Books,17.29,4,IN,2.3
ORD1896,2025-11-01T19:15:11.377078,P9770,Sunscreen,Beauty,35.9,4,US,1.5
ORD1897,2025-07-20T19:15:11.377078,P6554,Lego,Toys,45.93,4,IN,2.0
ORD1898,2025-10-14T19:15:11.377078,P9344,Moisturizer,Beauty,37.23,4,IN,3.9
ORD1899,2025-09-27T19:15:11.377078,P8558,Kindle,Electronics,52.57,4,GB,3.2
ORD1900,2025-09-22T19:15:11.377078,P8715,Sunscreen,Beauty,3.19,3,DE,3.0
ORD1901,2025-10-30T19:15:11.377078,P7319,Echo Dot,Electronics,91.58,2,GB,2.5
ORD1902,2025-11-22T19:15:11.377078,P7152,T-Shirt,Clothing,22.54,2,DE,2.4
ORD1903,2025-07-12T19:15:11.377078,P2135,Vacuum,Home,14.16,1,BR,2.1
ORD1904,2025-05-28T19:15:11.377078,P5259,Lego,Toys,39.48,1,BR,2.0
ORD1905,2025-10-05T19:15:11.377078,P4571,Kindle,Electronics,76.06,3,US,3.8
ORD1906,2025-07-16T19:15:11.377078,P8884,Lamp,Home,18.56,1,IN,1.6
ORD1907,2025-06-03T19:15:11.377078,P6701,Air Fryer,Home,29.93,1,FR,3.3
ORD1908,2025-06-26T19:15:11.377078,P7334,Vacuum,Home,30.76,4,CA,4.4
ORD1909,2025-06-11T19:15:11.377078,P8501,T-Shirt,Clothing,16.0,4,DE,1.3
ORD1910,2025-10-27T19:15:11.377078,P7702,Sunscreen,Beauty,36.15,4,JP,3.7
ORD1911,2025-11-08T19:15:11.377078,P1652,Lamp,Home,30.16,2,BR,4.5
ORD1912,2025-10-06T19:15:11.377078,P1310,T-Shirt,Clothing,64.88,4,GB,1.8
ORD1913,2025-06-29T19:15:11.377078,P9241,USB-C Cable,Electronics,62.93,1,CA,2.6
ORD1914,2025-11-21T19:15:11.377078,P4302,Data Science,Books,21.43,3,BR,3.8
ORD1915,2025-07-06T19:15:11.377078,P7459,Moisturizer,Beauty,52.71,4,US,4.9
ORD1916,2025-09-26T19:15:11.377078,P7491,USB-C Cable,Electronics,95.99,1,DE,2.3
ORD1917,2025-09-03T19:15:11.377078,P6008,Vacuum,Home,27.61,2,DE,3.0
ORD1918,2025-09-19T19:15:11.377078,P9292,Lego,Toys,47.18,4,JP,1.4
ORD1919,2025-07-26T19:15:11.377078,P5291,Air Fryer,Home,46.71,4,GB,2.1
ORD1920,2025-07-25T19:15:11.377078,P5801,Python 101,Books,51.79,3,CA,3.6
ORD1921,2025-09-29T19:15:11.377078,P2545,T-Shirt,Clothing,59.63,1,GB,1.9
ORD1922,2025-08-21T19:15:11.377078,P4905,Vacuum,Home,30.85,1,US,2.1
ORD1923,2025-07-05T19:15:11.377078,P7756,Lamp,Home,44.81,1,CA,2.9
ORD1924,2025-06-19T19:15:11.377078,P7128,Board Game,Toys,42.29,2,US,2.7
ORD1925,2025-06-16T19:15:11.377078,P9940,Sunscreen,Beauty,33.73,1,FR,1.6
ORD1926,2025-08-17T19:15:11.377078,P2469,Board Game,Toys,38.17,2,US,3.3
ORD1927,2025-07-28T19:15:11.377078,P4525,Fire TV Stick,Electronics,96.83,4,IN,2.1
ORD1928,2025-06-03T19:15:11.377078,P8710,Moisturizer,Beauty,16.32,4,CA,3.6
ORD1929,2025-06-20T19:15:11.377078,P7326,Moisturizer,Beauty,32.46,2,US,4.5
ORD1930,2025-10-11T19:15:11.377078,P4056,Sunscreen,Beauty,39.92,2,BR,5.0
ORD1931,2025-08-17T19:15:11.377078,P4790,Plush,Toys,37.23,2,IN,3.9
ORD1932,2025-10-05T19:15:11.377078,P8150,Fire TV Stick,Electronics,32.23,2,IN,2.6
ORD1933,2025-08-22T19:15:11.377078,P3135,Novel,Books,33.97,1,FR,4.1
ORD1934,2025-07-28T19:15:11.377078,P8906,Novel,Books,61.03,4,CA,1.5
ORD1935,2025-08-13T19:15:11.377078,P4948,T-Shirt,Clothing,61.92,3,GB,2.4
ORD1936,2025-09-15T19:15:11.377078,P4920,Novel,Books,46.14,2,JP,3.3
ORD1937,2025-09-11T19:15:11.377078,P1520,Echo Dot,Electronics,118.81,2,FR,1.6
ORD1938,2025-07-15T19:15:11.377078,P9697,Data Science,Books,28.69,3,FR,1.3
ORD1939,2025-07-13T19:15:11.377078,P1535,Moisturizer,Beauty,22.36,2,FR,2.6
ORD1940,2025-07-28T19:15:11.377078,P6741,Fire TV Stick,Electronics,69.98,1,GB,4.6
ORD1941,2025-06-05T19:15:11.377078,P4124,Novel,Books,42.82,1,GB,3.6
ORD1942,2025-10-15T19:15:11.377078,P4285,Vacuum,Home,67.79,2,CA,1.3
ORD1943,2025-09-16T19:15:11.377078,P4555,Lego,Toys,10.33,3,IN,1.4
ORD1944,2025-08-01T19:15:11.377078,P2751,T-Shirt,Clothing,37.26,1,DE,4.7
ORD1945,2025-11-22T19:15:11.377078,P4646,Plush,Toys,18.89,3,US,4.7
ORD1946,2025-11-09T19:15:11.377078,P8458,Plush,Toys,30.15,2,FR,2.8
ORD1947,2025-09-07T19:15:11.377078,P7637,Moisturizer,Beauty,26.28,1,GB,3.8
ORD1948,2025-05-28T19:15:11.377078,P1151,Kindle,Electronics,83.91,3,DE,1.0
ORD1949,2025-06-11T19:15:11.377078,P7781,Moisturizer,Beauty,12.1,2,CA,3.6
ORD1950,2025-11-08T19:15:11.377078,P2977,Vacuum,Home,81.41,4,FR,4.9
ORD1951,2025-10-09T19:15:11.377078,P4152,Sneakers,Clothing,15.26,3,GB,3.7
ORD1952,2025-07-16T19:15:11.377078,P9379,Data Science,Books,34.03,4,JP,2.3
ORD1953,2025-08-22T19:15:11.377078,P7111,Lego,Toys,12.21,2,IN,4.0
ORD1954,2025-06-05T19:15:11.377078,P3846,Air Fryer,Home,18.57,2,DE,4.3
ORD1955,2025-09-12T19:15:11.377078,P5119,Sneakers,Clothing,27.1,3,DE,3.3
ORD1956,2025-08-27T19:15:11.377078,P4487,Plush,Toys,16.14,4,JP,2.7
ORD1957,2025-08-26T19:15:11.377078,P9998,Echo Dot,Electronics,102.58,3,FR,3.2
ORD1958,2025-09-24T19:15:11.377078,P4379,Novel,Books,36.37,2,BR,2.6
ORD1959,2025-08-10T19:15:11.377078,P8573,Plush,Toys,14.87,4,IN,4.6
ORD1960,2025-09-27T19:15:11.377078,P6468,Plush,Toys,13.34,1,BR,2.3
ORD1961,2025-05-29T19:15:11.377078,P8365,Sunscreen,Beauty,36.75,2,US,1.6
ORD1962,2025-07-16T19:15:11.377078,P7216,USB-C Cable,Electronics,73.87,3,DE,2.6
ORD1963,2025-09-23T19:15:11.377078,P4853,Fire TV Stick,Electronics,87.5,1,GB,4.1
ORD1964,2025-10-20T19:15:11.377078,P3874,Echo Dot,Electronics,36.19,1,GB,1.3
ORD1965,2025-09-18T19:15:11.377078,P6521,USB-C Cable,Electronics,97.27,3,US,2.1
ORD1966,2025-07-15T19:15:11.377078,P9425,Sunscreen,Beauty,29.43,2,IN,3.6
ORD1967,2025-07-09T19:15:11.377078,P2845,T-Shirt,Clothing,9.99,2,DE,3.5
ORD1968,2025-09-30T19:15:11.377078,P3188,Data Science,Books,2.41,3,FR,3.1
ORD1969,2025-09-27T19:15:11.377078,P3893,Plush,Toys,11.26,3,DE,2.5
ORD1970,2025-09-13T19:15:11.377078,P4199,Vacuum,Home,63.13,4,CA,4.4
ORD1971,2025-09-30T19:15:11.377078,P8584,USB-C Cable,Electronics,51.04,1,DE,5.0
ORD1972,2025-08-15T19:15:11.377078,P5708,Lego,Toys,24.19,2,CA,3.8
ORD1973,2025-08-27T19:15:11.377078,P6603,Plush,Toys,4.88,4,JP,4.2
ORD1974,2025-06-29T19:15:11.377078,P8956,Moisturizer,Beauty,14.0,4,JP,3.8
ORD1975,2025-06-18T19:15:11.377078,P3243,Jeans,Clothing,31.24,3,BR,1.9
ORD1976,2025-08-05T19:15:11.377078,P9188,Moisturizer,Beauty,45.66,1,JP,2.3
ORD1977,2025-11-09T19:15:11.377078,P1917,USB-C Cable,Electronics,97.92,3,DE,2.6
ORD1978,2025-11-02T19:15:11.377078,P6948,Vacuum,Home,41.85,3,DE,2.4
ORD1979,2025-10-03T19:15:11.377078,P4258,T-Shirt,Clothing,70.54,2,CA,4.0
ORD1980,2025-07-12T19:15:11.377078,P5355,Jeans,Clothing,23.27,2,BR,1.6
ORD1981,2025-09-18T19:15:11.377078,P5746,Moisturizer,Beauty,68.62,4,GB,4.4
ORD1982,2025-11-21T19:15:11.377078,P9403,Python 101,Books,17.55,3,FR,4.2
ORD1983,2025-09-23T19:15:11.377078,P6914,Kindle,Electronics,71.95,4,BR,1.9
ORD1984,2025-11-20T19:15:11.377078,P6634,Board Game,Toys,9.95,4,GB,1.9
ORD1985,2025-07-31T19:15:11.377078,P7048,Novel,Books,11.29,1,BR,1.6
ORD1986,2025-07-10T19:15:11.377078,P2900,Moisturizer,Beauty,10.94,3,GB,1.0
ORD1987,2025-06-02T19:15:11.377078,P6559,Fire TV Stick,Electronics,99.05,3,FR,3.5
ORD1988,2025-11-01T19:15:11.377078,P9267,Moisturizer,Beauty,26.98,3,FR,2.6
ORD1989,2025-10-21T19:15:11.377078,P3717,Fire TV Stick,Electronics,51.68,4,JP,4.6
ORD1990,2025-06-25T19:15:11.377078,P3203,Moisturizer,Beauty,42.91,4,CA,2.3
ORD1991,2025-11-09T19:15:11.377078,P3261,Air Fryer,Home,13.01,1,US,1.0
ORD1992,2025-07-30T19:15:11.377078,P6953,Novel,Books,34.61,2,FR,1.9
ORD1993,2025-07-30T19:15:11.377078,P6088,T-Shirt,Clothing,49.74,4,FR,1.9
ORD1994,2025-06-26T19:15:11.377078,P9446,Air Fryer,Home,36.44,3,US,2.8
ORD1995,2025-10-01T19:15:11.377078,P8322,Lamp,Home,35.52,4,DE,1.9
ORD1996,2025-10-05T19:15:11.377078,P7794,Air Fryer,Home,1.66,4,GB,2.2
ORD1997,2025-09-13T19:15:11.377078,P9629,Jeans,Clothing,43.29,2,DE,4.7
ORD1998,2025-09-18T19:15:11.377078,P3909,Novel,Books,32.41,2,BR,3.4
ORD1999,2025-09-11T19:15:11.377078,P5647,Moisturizer,Beauty,46.7,3,US,1.0
ORD2000,2025-08-30T19:15:11.377078,P3780,Sneakers,Clothing,41.01,4,FR,1.8
ORD2001,2025-11-03T19:15:11.377078,P9563,Novel,Books,5.58,3,IN,2.0
ORD2002,2025-08-07T19:15:11.377078,P4786,Lego,Toys,47.56,3,GB,5.0
ORD2003,2025-06-25T19:15:11.377078,P6759,Vacuum,Home,54.92,4,JP,1.9
ORD2004,2025-06-18T19:15:11.377078,P5852,Jeans,Clothing,12.77,4,IN,2.1
ORD2005,2025-09-13T19:15:11.377078,P5573,Kindle,Electronics,86.14,4,US,1.7
ORD2006,2025-06-23T19:15:11.377078,P2896,Moisturizer,Beauty,20.57,2,JP,3.1
ORD2007,2025-07-16T19:15:11.377078,P3170,Jeans,Clothing,58.7,2,FR,2.2
ORD2008,2025-08-27T19:15:11.377078,P6377,Data Science,Books,14.4,4,JP,1.9
ORD2009,2025-07-29T19:15:11.377078,P9227,Data Science,Books,32.6,1,BR,1.7
ORD2010,2025-06-06T19:15:11.377078,P8714,Data Science,Books,43.53,2,JP,2.7
ORD2011,2025-11-12T19:15:11.377078,P8471,Lamp,Home,22.81,3,CA,2.6
ORD2012,2025-08-01T19:15:11.377078,P2053,USB-C Cable,Electronics,52.73,2,JP,3.2
ORD2013,2025-10-24T19:15:11.377078,P9767,Kindle,Electronics,83.96,3,IN,3.3
ORD2014,2025-09-15T19:15:11.377078,P7687,Moisturizer,Beauty,34.92,4,IN,2.8
ORD2015,2025-08-27T19:15:11.377078,P7177,T-Shirt,Clothing,38.8,3,IN,1.7
ORD2016,2025-11-12T19:15:11.377078,P1748,Data Science,Books,29.68,2,US,4.7
ORD2017,2025-06-06T19:15:11.377078,P4663,Plush,Toys,24.13,4,FR,3.5
ORD2018,2025-09-04T19:15:11.377078,P8173,Vacuum,Home,25.01,2,FR,1.2
ORD2019,2025-11-09T19:15:11.377078,P5569,Air Fryer,Home,4.03,4,JP,2.2
ORD2020,2025-08-21T19:15:11.377078,P4239,T-Shirt,Clothing,5.58,2,IN,3.0
ORD2021,2025-07-07T19:15:11.377078,P4065,Vacuum,Home,22.62,4,IN,3.5
ORD2022,2025-11-11T19:15:11.377078,P3331,Kindle,Electronics,65.46,3,CA,4.3
ORD2023,2025-11-04T19:15:11.377078,P7927,USB-C Cable,Electronics,28.52,3,CA,3.6
ORD2024,2025-07-06T19:15:11.377078,P1915,Echo Dot,Electronics,104.24,3,US,1.0
ORD2025,2025-08-17T19:15:11.377078,P1702,Python 101,Books,1.58,2,CA,5.0
ORD2026,2025-08-10T19:15:11.377078,P6511,Novel,Books,31.11,4,BR,3.9
ORD2027,2025-06-19T19:15:11.377078,P8934,Air Fryer,Home,58.45,1,CA,3.9
ORD2028,2025-06-05T19:15:11.377078,P7688,Jeans,Clothing,51.39,4,GB,1.2
ORD2029,2025-08-26T19:15:11.377078,P9744,Lego,Toys,31.62,1,FR,3.6
ORD2030,2025-09-26T19:15:11.377078,P4073,Air Fryer,Home,31.69,1,US,4.5
ORD2031,2025-11-05T19:15:11.377078,P3823,Lego,Toys,25.09,2,FR,3.4
ORD2032,2025-09-26T19:15:11.377078,P2070,Board Game,Toys,55.4,1,JP,4.9
ORD2033,2025-10-10T19:15:11.377078,P2877,Moisturizer,Beauty,55.78,3,FR,2.0
ORD2034,2025-08-18T19:15:11.377078,P4335,Moisturizer,Beauty,17.29,2,GB,1.1
ORD2035,2025-06-10T19:15:11.377078,P7694,T-Shirt,Clothing,45.21,1,US,2.8
ORD2036,2025-11-07T19:15:11.377078,P3878,T-Shirt,Clothing,71.61,4,DE,2.8
ORD2037,2025-07-19T19:15:11.377078,P1632,Plush,Toys,41.18,2,US,1.4
ORD2038,2025-06-15T19:15:11.377078,P4856,Data Science,Books,10.56,2,DE,2.8
ORD2039,2025-07-01T19:15:11.377078,P1824,T-Shirt,Clothing,31.73,2,GB,4.2
ORD2040,2025-08-08T19:15:11.377078,P7845,USB-C Cable,Electronics,93.18,2,BR,3.5
ORD2041,2025-08-14T19:15:11.377078,P6734,Moisturizer,Beauty,63.93,3,FR,1.6
ORD2042,2025-07-14T19:15:11.377078,P9880,T-Shirt,Clothing,44.08,4,DE,3.6
ORD2043,2025-06-15T19:15:11.377078,P7283,Kindle,Electronics,70.79,3,IN,2.9
ORD2044,2025-10-19T19:15:11.377078,P5001,Vacuum,Home,32.63,1,IN,4.5
ORD2045,2025-08-12T19:15:11.377078,P5677,Jeans,Clothing,20.21,4,GB,3.6
ORD2046,2025-11-03T19:15:11.377078,P8513,Plush,Toys,40.38,4,CA,1.2
ORD2047,2025-11-09T19:15:11.377078,P2262,Moisturizer,Beauty,4.64,1,DE,4.8
ORD2048,2025-10-29T19:15:11.377078,P4704,Lamp,Home,4.92,4,DE,4.0
ORD2049,2025-06-29T19:15:11.377078,P6101,Jeans,Clothing,44.23,3,BR,4.8
ORD2050,2025-08-04T19:15:11.377078,P9531,Lego,Toys,13.34,1,GB,1.4
ORD2051,2025-07-22T19:15:11.377078,P5529,Board Game,Toys,12.9,4,FR,2.3
ORD2052,2025-09-25T19:15:11.377078,P9476,Air Fryer,Home,75.64,2,IN,3.3
ORD2053,2025-07-14T19:15:11.377078,P8501,Board Game,Toys,72.2,2,US,3.2
ORD2054,2025-07-27T19:15:11.377078,P2474,Kindle,Electronics,67.68,3,US,3.5
ORD2055,2025-06-30T19:15:11.377078,P9617,USB-C Cable,Electronics,88.71,4,CA,2.7
ORD2056,2025-09-19T19:15:11.377078,P7243,T-Shirt,Clothing,46.06,2,CA,2.6
ORD2057,2025-08-09T19:15:11.377078,P7874,Vacuum,Home,37.55,1,CA,1.3
ORD2058,2025-06-04T19:15:11.377078,P4116,Sunscreen,Beauty,7.56,2,GB,1.6
ORD2059,2025-08-14T19:15:11.377078,P2318,Jeans,Clothing,12.29,4,CA,4.1
ORD2060,2025-06-25T19:15:11.377078,P4641,Board Game,Toys,10.99,2,CA,4.1
ORD2061,2025-10-24T19:15:11.377078,P3128,Board Game,Toys,20.01,2,CA,2.4
ORD2062,2025-09-09T19:15:11.377078,P8640,Moisturizer,Beauty,54.93,3,CA,1.3
ORD2063,2025-09-24T19:15:11.377078,P7869,Sunscreen,Beauty,58.08,1,GB,4.7
ORD2064,2025-09-22T19:15:11.377078,P8013,Novel,Books,25.49,3,JP,4.7
ORD2065,2025-08-01T19:15:11.377078,P3585,Air Fryer,Home,20.17,3,IN,3.6
ORD2066,2025-11-06T19:15:11.377078,P5332,Echo Dot,Electronics,87.72,4,JP,4.8
ORD2067,2025-10-24T19:15:11.377078,P1210,Plush,Toys,46.77,1,CA,1.6
ORD2068,2025-09-12T19:15:11.377078,P1613,Novel,Books,26.39,3,BR,3.7
ORD2069,2025-07-05T19:15:11.377078,P6276,Lego,Toys,59.53,1,IN,1.9
ORD2070,2025-07-01T19:15:11.377078,P3447,Sunscreen,Beauty,40.74,4,GB,4.1
ORD2071,2025-08-17T19:15:11.377078,P3600,Vacuum,Home,49.07,2,JP,3.2
ORD2072,2025-08-19T19:15:11.377078,P2072,Data Science,Books,1.14,1,DE,2.6
ORD2073,2025-09-28T19:15:11.377078,P1863,Lego,Toys,53.17,2,US,3.7
ORD2074,2025-06-23T19:15:11.377078,P2089,Lego,Toys,33.47,3,FR,3.9
ORD2075,2025-07-07T19:15:11.377078,P5521,Air Fryer,Home,38.66,4,IN,2.1
ORD2076,2025-06-30T19:15:11.377078,P7305,USB-C Cable,Electronics,62.1,3,BR,2.9
ORD2077,2025-06-23T19:15:11.377078,P1398,Python 101,Books,13.05,2,CA,2.5
ORD2078,2025-05-29T19:15:11.377078,P9301,Jeans,Clothing,16.19,1,JP,3.6
ORD2079,2025-11-11T19:15:11.377078,P2320,Sneakers,Clothing,14.81,3,FR,2.4
ORD2080,2025-08-12T19:15:11.377078,P4306,Fire TV Stick,Electronics,83.69,2,BR,1.4
ORD2081,2025-11-13T19:15:11.377078,P7845,Lamp,Home,10.33,1,GB,1.5
ORD2082,2025-10-07T19:15:11.377078,P3541,Novel,Books,46.18,1,JP,2.1
ORD2083,2025-09-01T19:15:11.377078,P6973,Board Game,Toys,1.53,3,DE,1.0
ORD2084,2025-06-28T19:15:11.377078,P9614,Kindle,Electronics,121.45,4,JP,3.1
ORD2085,2025-07-01T19:15:11.377078,P2204,Lego,Toys,38.98,2,US,3.7
ORD2086,2025-10-08T19:15:11.377078,P3653,Vacuum,Home,46.91,4,US,4.2
ORD2087,2025-08-29T19:15:11.377078,P7043,USB-C Cable,Electronics,85.01,4,US,3.5
ORD2088,2025-07-04T19:15:11.377078,P9212,Vacuum,Home,7.27,4,BR,1.5
ORD2089,2025-09-08T19:15:11.377078,P6929,T-Shirt,Clothing,36.92,3,JP,1.1
ORD2090,2025-08-01T19:15:11.377078,P1275,Echo Dot,Electronics,98.36,4,JP,4.7
ORD2091,2025-08-10T19:15:11.377078,P6658,Sunscreen,Beauty,20.97,3,BR,2.3
ORD2092,2025-07-25T19:15:11.377078,P5143,Jeans,Clothing,70.89,4,IN,2.0
ORD2093,2025-06-01T19:15:11.377078,P5975,Sneakers,Clothing,46.0,1,CA,1.7
ORD2094,2025-09-17T19:15:11.377078,P4068,Air Fryer,Home,48.95,2,IN,2.5
ORD2095,2025-10-16T19:15:11.377078,P2430,Echo Dot,Electronics,75.98,4,FR,1.4
ORD2096,2025-07-25T19:15:11.377078,P4211,Air Fryer,Home,38.59,3,US,4.9
ORD2097,2025-06-23T19:15:11.377078,P6568,Vacuum,Home,12.39,2,FR,2.8
ORD2098,2025-09-26T19:15:11.377078,P1471,Lego,Toys,18.22,2,CA,4.7
ORD2099,2025-07-28T19:15:11.377078,P5280,T-Shirt,Clothing,54.51,3,IN,3.1
ORD2100,2025-10-10T19:15:11.377078,P5079,Jeans,Clothing,4.53,2,CA,3.4
ORD2101,2025-11-17T19:15:11.377078,P6971,Data Science,Books,31.62,1,FR,3.4
ORD2102,2025-07-19T19:15:11.377078,P1490,Data Science,Books,20.3,3,JP,3.5
ORD2103,2025-07-18T19:15:11.377078,P9748,Sunscreen,Beauty,50.17,4,US,2.4
ORD2104,2025-11-02T19:15:11.377078,P8830,Vacuum,Home,27.43,2,CA,2.3
ORD2105,2025-11-11T19:15:11.377078,P3333,Novel,Books,32.98,2,CA,1.4
ORD2106,2025-07-11T19:15:11.377078,P6547,Lego,Toys,9.27,4,BR,1.6
ORD2107,2025-06-23T19:15:11.377078,P8317,Moisturizer,Beauty,29.48,1,US,3.0
ORD2108,2025-06-20T19:15:11.377078,P1966,Novel,Books,45.56,1,JP,3.7
ORD2109,2025-09-30T19:15:11.377078,P5895,Board Game,Toys,30.32,2,DE,2.3
ORD2110,2025-11-15T19:15:11.377078,P2870,Sneakers,Clothing,66.16,2,FR,2.2
ORD2111,2025-08-12T19:15:11.377078,P6503,Air Fryer,Home,56.49,2,IN,3.3
ORD2112,2025-09-19T19:15:11.377078,P7099,Vacuum,Home,9.74,1,JP,2.7
ORD2113,2025-08-31T19:15:11.377078,P4698,Plush,Toys,60.54,4,US,4.6
ORD2114,2025-09-05T19:15:11.377078,P1600,Novel,Books,40.47,2,US,3.4
ORD2115,2025-06-05T19:15:11.377078,P5070,Air Fryer,Home,43.71,3,BR,2.1
ORD2116,2025-07-07T19:15:11.377078,P2353,Jeans,Clothing,31.33,4,DE,4.3
ORD2117,2025-08-15T19:15:11.377078,P3496,Jeans,Clothing,16.92,3,CA,3.6
ORD2118,2025-09-14T19:15:11.377078,P4079,Kindle,Electronics,76.85,4,BR,4.1
ORD2119,2025-08-11T19:15:11.377078,P7526,Echo Dot,Electronics,92.8,1,GB,2.7
ORD2120,2025-09-25T19:15:11.377078,P5617,Echo Dot,Electronics,59.19,2,CA,3.8
ORD2121,2025-08-06T19:15:11.377078,P2120,Python 101,Books,6.49,1,IN,4.1
ORD2122,2025-06-11T19:15:11.377078,P9917,Fire TV Stick,Electronics,50.18,4,DE,1.7
ORD2123,2025-09-11T19:15:11.377078,P2701,Sneakers,Clothing,59.51,3,CA,2.2
ORD2124,2025-10-18T19:15:11.377078,P2429,T-Shirt,Clothing,14.88,4,GB,4.0
ORD2125,2025-08-31T19:15:11.377078,P2131,Moisturizer,Beauty,35.34,2,GB,1.8
ORD2126,2025-11-04T19:15:11.377078,P4167,Sneakers,Clothing,30.13,3,BR,4.3
ORD2127,2025-08-01T19:15:11.377078,P6670,Jeans,Clothing,15.2,3,FR,3.1
